loan_percent_income,loan_grade,person_income,person_home_ownership,loan_int_rate,loan_status
0.06,1,200000,1,10.38,0
0.12,2,200000,1,14.35,0
0.1,1,200000,1,11.077177051964604,0
0.42,4,60000,0,11.077177051964604,1
0.21,1,14400,2,11.077177051964604,1
0.37,3,66996,0,15.21,1
0.37,0,67000,0,7.9,1
0.37,1,67000,0,10.99,1
0.37,3,68000,0,14.09,1
0.36,3,69000,0,17.49,1
0.06,1,200000,1,11.48,0
0.11,4,188000,1,17.74,1
0.01,2,200000,1,13.92,0
0.36,3,69996,0,15.21,1
0.28,1,14400,2,10.99,1
0.36,1,70000,0,11.86,1
0.42,0,14400,2,7.49,1
0.38,3,56100,0,16.49,1
0.38,3,66000,0,15.33,1
0.38,1,66000,0,11.58,1
0.37,0,14400,2,5.79,1
0.34,2,72612,0,13.11,1
0.34,1,74000,0,10.36,1
0.33,1,75000,0,10.36,1
0.11,2,192000,0,11.077177051964604,0
0.1,0,192000,1,6.54,0
0.05,1,191000,1,12.53,0
0.08,0,190300,1,11.077177051964604,0
0.05,2,190000,1,11.077177051964604,0
0.33,1,75000,0,10.25,1
0.35,3,71000,0,15.95,1
0.11,1,190000,1,12.18,0
0.13,1,189996,2,11.83,0
0.32,2,78000,0,11.077177051964604,1
0.32,1,78000,0,10.62,1
0.32,1,78504,0,10.74,1
0.05,1,186000,2,10.25,0
0.19,1,185000,1,12.42,0
0.08,2,185000,0,15.27,0
0.34,3,62050,0,15.33,1
0.31,3,79416,0,15.21,1
0.43,2,14400,2,14.72,1
0.31,3,79631,0,15.7,1
0.31,2,79632,0,13.35,1
0.1,2,14400,1,11.077177051964604,0
0.31,0,80000,0,6.62,1
0.31,2,80000,0,13.61,1
0.14,1,185000,0,11.36,0
0.03,0,185000,2,7.68,0
0.12,3,184992,0,14.46,0
0.01,1,184000,2,11.83,0
0.12,2,172000,1,13.47,1
0.11,1,183000,1,11.49,0
0.01,0,183000,1,11.077177051964604,0
0.08,0,182952,1,6.03,0
0.34,4,74004,0,16.35,1
0.34,3,74004,0,11.077177051964604,1
0.31,0,81000,0,7.29,1
0.31,1,81600,0,11.36,1
0.3,1,82000,0,10.25,0
0.3,1,83000,0,11.12,0
0.3,3,83000,0,12.92,0
0.1,4,180000,0,18.64,0
0.16,0,180000,1,7.51,0
0.28,4,14400,2,16.7,1
0.15,1,14400,2,11.14,0
0.3,5,84500,0,18.3,0
0.29,1,85000,0,10.62,0
0.08,1,180000,1,11.99,0
0.07,1,180000,1,9.63,0
0.06,5,142800,1,18.25,1
0.41,2,14664,1,11.077177051964604,1
0.29,3,87000,0,14.84,0
0.33,4,75000,0,14.7,1
0.33,3,76000,0,16.02,1
0.32,3,66215,0,15.37,1
0.28,1,90000,0,10.99,0
0.41,0,15000,2,7.9,1
0.14,1,180000,2,10.99,0
0.12,1,180000,2,11.48,0
0.11,2,180000,2,14.26,0
0.06,0,180000,2,8.0,0
0.06,1,180000,1,11.26,0
0.3,1,15000,2,11.077177051964604,1
0.32,3,78000,0,16.32,1
0.32,4,66300,0,17.93,1
0.28,1,90000,0,11.36,0
0.32,3,79000,0,14.96,1
0.27,2,91800,0,13.43,0
0.27,1,92000,0,12.69,0
0.27,2,92000,0,12.73,0
0.27,3,93600,0,15.21,0
0.12,2,15000,1,12.68,0
0.3,5,70550,0,19.04,1
0.3,3,83800,0,15.95,1
0.01,0,175000,1,8.9,0
0.05,0,175000,1,7.9,0
0.1,1,175000,1,11.077177051964604,0
0.12,1,175000,1,11.99,0
0.27,2,15000,2,13.98,1
0.31,1,15000,2,10.99,1
0.28,3,88000,0,15.58,1
0.28,1,74800,0,10.99,1
0.28,3,88000,0,14.96,1
0.12,3,15000,2,15.31,0
0.28,3,88000,0,15.65,1
0.25,1,100000,0,9.33,0
0.24,2,15000,1,13.47,1
0.24,1,102400,0,10.36,0
0.27,4,92000,0,16.77,1
0.27,3,93000,0,14.59,1
0.02,2,175000,0,11.91,0
0.04,0,175000,1,8.38,0
0.05,1,174708,0,10.59,0
0.05,2,174000,1,14.27,0
0.07,1,174000,0,12.53,0
0.15,4,162000,1,16.0,1
0.06,1,173467,1,11.71,0
0.21,2,15000,2,11.54,1
0.26,4,96000,0,15.68,1
0.1,1,15120,1,10.59,0
0.26,3,97908,0,12.61,1
0.23,2,110000,0,11.077177051964604,0
0.18,0,15204,1,8.49,1
0.19,3,159600,0,17.27,1
0.1,0,171500,0,8.9,0
0.06,1,170004,1,11.11,0
0.16,3,158004,0,14.59,1
0.08,1,170000,0,12.42,0
0.26,3,83300,0,11.077177051964604,1
0.23,3,110000,0,15.7,0
0.16,1,15360,2,12.53,1
0.03,3,134300,0,16.49,1
0.12,0,170000,1,7.49,0
0.25,3,100580,0,14.96,1
0.22,2,113000,0,12.73,0
0.21,1,120000,0,10.65,0
0.21,1,120000,0,10.74,0
0.21,1,120000,0,9.99,0
0.23,3,91800,0,15.33,1
0.06,0,15600,2,7.29,0
0.23,3,108000,0,15.05,1
0.19,1,129996,0,10.75,0
0.19,3,130000,0,16.02,0
0.19,1,130000,0,11.49,0
0.12,1,170000,2,12.53,0
0.07,2,170000,1,13.57,0
0.08,1,169000,0,11.14,0
0.14,2,168750,0,12.87,0
0.12,1,168600,0,11.58,0
0.01,1,168288,0,11.12,0
0.21,1,168000,1,10.65,0
0.19,1,133300,0,10.37,0
0.21,0,15600,2,6.39,1
0.19,3,134000,0,16.07,0
0.19,1,134000,0,10.62,0
0.21,5,15600,2,18.09,1
0.19,1,135000,0,11.36,0
0.18,1,135660,0,12.53,0
0.17,1,145000,0,9.99,0
0.17,1,150000,0,10.36,0
0.06,0,165000,1,5.99,0
0.16,3,153000,1,15.62,1
0.12,1,165000,1,10.37,0
0.15,5,165000,1,19.74,0
0.12,0,165000,1,6.91,0
0.38,0,16000,2,7.9,1
0.14,2,16000,1,13.06,0
0.13,0,16000,2,6.39,0
0.17,4,148000,0,14.93,1
0.35,2,16000,1,12.84,1
0.23,4,16020,2,17.14,1
0.34,0,16094,1,7.14,1
0.14,0,175000,0,8.9,0
0.12,1,16200,2,12.42,0
0.14,2,185000,0,12.68,0
0.15,2,162000,0,11.03,0
0.19,0,161000,0,7.9,0
0.22,1,160000,1,10.65,0
0.11,1,225000,0,11.86,0
0.3,0,16400,2,8.94,1
0.27,1,16500,2,9.63,1
0.5,2,49500,0,14.22,1
0.41,1,60000,0,9.33,1
0.29,2,84200,0,13.85,0
0.12,1,16800,1,10.65,0
0.27,1,92000,0,11.46,0
0.22,0,160000,1,7.66,0
0.07,4,160000,1,16.77,0
0.07,1,160000,1,9.63,0
0.16,2,160000,0,12.23,0
0.07,3,125800,1,14.09,1
0.45,2,54000,0,13.98,1
0.39,1,62500,0,10.62,1
0.23,0,16800,1,11.077177051964604,1
0.35,4,68400,0,17.56,1
0.37,3,56045,0,14.96,1
0.33,3,74000,0,15.65,1
0.31,3,65453,0,15.7,1
0.27,1,89908,0,12.53,0
0.31,4,78000,0,17.56,1
0.24,2,100000,0,12.87,0
0.24,3,103000,0,15.7,0
0.06,0,160000,1,11.077177051964604,0
0.09,1,160000,2,11.14,0
0.13,3,160000,1,16.0,0
0.16,3,160000,1,15.65,0
0.09,2,160000,1,11.077177051964604,0
0.1,3,160000,1,15.31,0
0.13,2,160000,1,13.47,0
0.28,2,16800,1,13.85,1
0.22,3,111996,0,11.077177051964604,0
0.36,1,16800,1,10.39,1
0.21,1,115200,0,11.36,0
0.17,1,144000,0,11.83,0
0.08,1,287000,0,12.53,0
0.22,3,108000,0,14.96,1
0.56,2,43000,0,13.85,1
0.51,1,47004,0,11.58,1
0.5,3,48000,0,16.29,1
0.5,0,48000,0,11.077177051964604,1
0.53,3,44964,0,16.29,1
0.46,1,52000,0,10.74,1
0.13,2,17352,1,15.27,0
0.51,5,47000,0,17.8,1
0.06,1,17400,1,11.36,0
0.49,4,49000,0,17.56,1
0.4,0,60000,0,7.9,1
0.4,1,60000,0,10.99,1
0.4,0,60000,0,7.29,1
0.4,1,60000,0,10.75,1
0.39,0,62004,0,7.9,1
0.38,3,62400,0,14.84,1
0.37,0,65000,0,11.077177051964604,1
0.28,2,17760,1,11.077177051964604,1
0.41,4,59000,0,19.69,1
0.36,0,66000,0,11.077177051964604,1
0.4,3,60000,0,14.96,1
0.36,0,66143,0,6.99,1
0.39,4,62250,0,16.45,1
0.34,1,70000,0,10.99,1
0.32,1,74000,0,10.99,1
0.17,0,18000,2,7.9,1
0.32,1,75000,0,12.69,1
0.32,1,75000,0,10.37,1
0.32,2,75000,0,11.077177051964604,1
0.35,5,69000,0,15.83,1
0.31,2,78000,0,13.92,1
0.11,1,18000,2,11.49,0
0.3,1,80000,0,10.25,0
0.19,0,18000,2,7.49,1
0.22,0,18000,2,5.99,1
0.32,3,74700,0,12.92,1
0.27,1,88596,0,11.58,0
0.25,0,95000,0,8.9,0
0.29,4,83000,0,19.69,1
0.25,0,95000,0,6.54,0
0.27,3,18000,2,14.54,1
0.28,1,18000,2,11.11,1
0.24,2,100000,0,12.73,0
0.22,3,110000,0,15.62,0
0.35,0,18000,2,6.54,1
0.24,5,98000,0,11.077177051964604,1
0.23,6,103872,0,20.03,1
0.2,1,120000,0,9.91,0
0.2,1,120000,0,12.69,0
0.22,6,108000,0,20.16,1
0.19,3,124080,0,16.49,0
0.14,3,18000,1,15.95,1
0.18,1,130000,0,11.49,0
0.18,1,135000,0,10.99,0
0.18,2,135000,0,13.79,0
0.18,6,114750,0,20.03,1
0.16,0,150000,0,7.49,0
0.17,3,138000,0,16.0,1
0.72,0,18000,2,7.88,1
0.35,1,18000,2,10.62,1
0.15,1,155000,0,10.99,0
0.16,5,148000,0,18.3,1
0.14,2,170000,0,11.077177051964604,0
0.14,1,18000,2,11.36,0
0.55,1,43896,0,11.077177051964604,1
0.2,2,120000,0,13.47,0
0.43,1,54996,0,11.89,1
0.56,1,18000,1,12.18,1
0.23,2,102000,0,13.49,0
0.31,4,75000,0,14.5,1
0.22,2,18000,2,11.077177051964604,1
0.3,3,18000,2,15.31,1
0.22,1,18000,1,11.077177051964604,1
0.19,1,18000,2,11.077177051964604,1
0.35,0,66960,0,7.49,1
0.53,2,43385,0,11.077177051964604,1
0.41,1,56544,0,11.077177051964604,1
0.38,1,60000,0,12.18,1
0.07,2,18000,1,11.34,0
0.36,1,63208,0,9.91,1
0.35,1,65000,0,11.99,1
0.34,1,68000,0,9.62,1
0.17,1,18000,2,9.96,1
0.29,2,80000,0,11.077177051964604,0
0.26,3,88000,0,14.54,1
0.39,1,58600,0,11.36,1
0.32,2,70000,0,14.27,1
0.16,1,18287,2,11.99,1
0.32,5,69846,0,18.99,1
0.31,4,73000,0,16.7,1
0.27,0,18500,1,9.32,1
0.64,1,35000,0,12.69,1
0.51,2,43000,0,13.11,1
0.42,1,52000,0,10.74,1
0.22,3,18701,1,14.11,1
0.39,1,57000,0,9.63,1
0.38,2,58000,0,14.65,1
0.37,1,60000,0,10.25,1
0.37,2,60000,0,14.26,1
0.16,1,18840,1,9.91,1
0.39,4,56000,0,17.19,1
0.31,1,70000,0,11.36,1
0.33,5,66000,0,11.077177051964604,1
0.3,1,74064,0,10.59,0
0.29,1,76597,0,9.25,0
0.19,0,19000,2,8.49,1
0.29,0,77000,0,6.54,0
0.32,0,19000,2,8.49,1
0.28,0,80000,0,11.077177051964604,0
0.27,1,82600,0,12.69,0
0.39,2,19000,2,13.85,1
0.21,0,19000,2,7.4,1
0.26,1,84000,0,11.71,0
0.28,1,77650,0,11.48,1
0.27,4,82000,0,17.51,1
0.18,3,19012,1,14.61,1
0.22,0,99996,0,7.88,0
0.2,1,110000,0,11.077177051964604,0
0.26,1,19200,1,11.71,1
0.38,1,57000,0,11.99,1
0.4,2,54000,0,13.49,1
0.39,6,56000,0,21.21,1
0.34,2,63000,0,14.35,1
0.26,2,82000,0,13.61,0
0.28,1,78000,0,11.26,1
0.13,1,19200,2,10.59,0
0.19,0,112140,0,7.9,0
0.36,0,19200,1,5.99,1
0.16,1,19200,2,11.99,1
0.36,3,59000,0,16.89,1
0.31,1,70000,0,9.99,1
0.19,3,116000,0,15.33,0
0.36,0,60000,0,7.29,1
0.69,1,31000,0,12.42,1
0.45,1,47052,0,10.99,1
0.42,0,51060,0,6.91,1
0.26,2,19200,1,14.17,1
0.4,1,53000,0,10.25,1
0.48,1,19200,2,11.077177051964604,1
0.38,3,56000,0,15.95,1
0.33,3,65000,0,15.95,1
0.6,1,35000,0,12.53,1
0.07,3,19200,1,14.91,1
0.16,0,19200,1,11.077177051964604,1
0.53,0,40000,0,6.54,1
0.05,1,19200,2,11.077177051964604,0
0.5,5,42000,0,17.26,1
0.33,1,63000,0,11.36,1
0.21,0,19200,1,7.51,1
0.36,1,59000,0,10.71,1
0.3,2,70500,0,13.98,0
0.32,3,65219,0,14.09,1
0.28,1,75000,0,10.0,0
0.26,3,19200,1,15.33,1
0.29,4,62047,0,16.32,1
0.27,0,79000,0,7.9,0
0.26,1,80000,0,11.99,0
0.25,1,84000,0,10.75,0
0.25,2,85000,0,13.92,0
0.23,1,93000,0,9.91,0
0.26,4,81000,0,16.95,1
0.22,0,97000,0,7.9,0
0.22,2,97000,0,11.077177051964604,0
0.21,3,100000,0,16.49,1
0.39,2,19200,3,11.97,1
0.32,0,19253,1,6.17,1
0.17,0,125000,0,8.9,0
0.17,2,125000,0,12.99,0
0.25,1,82000,0,12.69,0
0.77,1,19500,1,9.64,1
0.41,0,50000,0,7.49,1
0.29,2,70000,0,13.16,0
0.11,0,19800,2,8.38,0
0.25,1,80004,0,10.25,0
0.38,0,54000,0,7.49,1
0.77,1,26000,0,9.76,1
0.61,1,33000,0,10.99,1
0.25,1,20000,2,11.71,0
0.46,1,20000,2,10.65,0
0.57,1,35364,0,12.53,1
0.53,3,38000,0,14.59,1
0.63,3,32000,0,12.61,1
0.53,2,38004,0,13.11,1
0.32,1,20000,1,10.65,0
0.52,2,38556,0,11.22,1
0.61,3,32900,0,16.0,1
0.59,1,34000,0,8.88,1
0.5,1,40000,0,12.53,1
0.56,3,36000,0,11.077177051964604,1
0.24,0,20000,1,5.99,0
0.48,2,42000,0,13.47,1
0.47,0,42224,0,6.99,1
0.28,3,20000,2,15.99,0
0.18,2,20000,1,11.077177051964604,0
0.54,4,37212,0,16.69,1
0.53,1,38000,0,11.11,1
0.44,0,45000,0,7.9,1
0.44,1,45000,0,10.25,1
0.44,4,45000,0,11.077177051964604,1
0.06,0,20000,2,7.49,0
0.44,2,45000,0,13.92,1
0.51,3,39000,0,14.74,1
0.43,1,46500,0,10.62,1
0.42,1,48000,0,10.65,1
0.48,3,42000,0,12.99,1
0.41,1,48500,0,11.36,1
0.38,0,20000,2,5.79,0
0.4,0,49400,0,6.54,1
0.2,0,20000,1,5.79,0
0.4,0,50000,0,7.49,1
0.4,2,50000,0,13.43,1
0.4,2,50000,0,13.22,1
0.25,2,20000,2,14.72,0
0.45,4,44000,0,15.68,1
0.39,1,50866,0,11.077177051964604,1
0.39,1,50950,0,11.48,1
0.39,1,51000,0,10.38,1
0.39,1,51000,0,12.53,1
0.39,2,51000,0,13.47,1
0.39,1,51500,0,12.21,1
0.38,1,51996,0,10.99,1
0.38,1,52000,0,11.36,1
0.43,3,46000,0,16.0,1
0.07,0,20000,1,7.74,0
0.38,3,52000,0,15.65,1
0.43,2,46000,0,11.78,1
0.38,1,52559,0,11.077177051964604,1
0.43,3,47000,0,16.77,1
0.37,1,54000,0,9.91,1
0.42,3,48000,0,15.65,1
0.42,3,48000,0,14.96,1
0.37,1,54000,0,11.83,1
0.41,2,48912,0,11.66,1
0.36,1,54996,0,12.18,1
0.36,0,55000,0,6.91,1
0.41,5,49000,0,19.79,1
0.36,1,55000,0,9.88,1
0.83,1,20000,1,9.76,0
0.36,1,55000,0,12.53,1
0.36,1,55200,0,11.077177051964604,1
0.36,0,20004,1,6.99,0
0.35,3,57000,0,16.89,1
0.39,3,51012,0,17.49,1
0.12,4,20004,1,16.82,0
0.18,1,20004,1,11.077177051964604,0
0.34,2,58000,0,13.11,1
0.34,0,58800,0,7.66,1
0.34,0,59000,0,6.17,1
0.38,4,53000,0,16.35,1
0.33,0,60000,0,7.9,1
0.37,3,54000,0,16.49,1
0.18,0,20245,2,11.077177051964604,0
0.35,0,20280,1,8.0,0
0.33,1,60000,0,10.99,1
0.38,0,20352,2,6.91,0
0.37,1,54000,0,8.88,1
0.33,0,60000,0,11.077177051964604,1
0.37,3,54000,0,14.84,1
0.37,1,54000,0,11.12,1
0.33,0,60000,0,7.88,1
0.33,1,60000,0,11.077177051964604,1
0.29,3,20400,1,15.99,0
0.27,1,20400,1,10.99,0
0.37,3,54000,0,15.65,1
0.37,4,54000,0,17.04,1
0.33,1,60000,0,12.21,1
0.06,2,20400,2,15.23,0
0.37,3,54000,0,14.11,1
0.33,1,60000,0,11.14,1
0.12,1,20400,2,11.49,0
0.33,3,60000,0,13.87,1
0.33,1,60000,0,10.08,1
0.37,4,54504,0,16.7,1
0.36,4,55000,0,18.64,1
0.33,1,61000,0,12.18,1
0.19,3,20400,2,11.077177051964604,0
0.32,0,62000,0,6.54,1
0.36,3,56000,0,14.61,1
0.36,4,56000,0,17.39,1
0.32,1,62400,0,11.12,1
0.32,1,62400,0,11.48,1
0.32,1,63000,0,12.42,1
0.34,1,58000,0,10.25,1
0.31,1,65000,0,10.65,1
0.24,3,20800,2,16.29,0
0.31,1,65000,0,10.37,1
0.31,1,65000,0,11.49,1
0.48,1,20856,2,10.59,0
0.26,2,20868,2,13.49,0
0.34,2,59000,0,11.077177051964604,1
0.34,2,59000,0,12.29,1
0.17,3,21000,1,17.27,1
0.31,1,65004,0,11.99,1
0.34,3,59004,0,14.84,1
0.34,1,59004,0,10.83,1
0.31,2,65500,0,13.22,1
0.3,1,66996,0,12.18,0
0.3,1,67000,0,11.11,0
0.3,2,67000,0,13.48,0
0.29,1,68000,0,10.75,0
0.29,2,68000,0,12.53,0
0.32,3,62400,0,14.84,1
0.29,4,69500,0,17.74,0
0.29,1,70000,0,9.99,0
0.29,0,70000,0,6.91,0
0.31,4,64000,0,11.077177051964604,1
0.28,3,71004,0,14.09,0
0.14,1,21000,1,11.49,0
0.31,3,55392,0,15.2,1
0.28,1,72000,0,11.83,0
0.29,1,21000,3,12.21,0
0.3,3,66000,0,14.11,1
0.3,3,66000,0,14.42,1
0.28,3,72000,0,14.74,0
0.27,1,74000,0,12.69,0
0.08,3,21120,1,16.89,1
0.27,1,75000,0,11.077177051964604,0
0.21,3,21216,1,11.077177051964604,1
0.4,1,21221,1,9.63,0
0.27,1,75000,0,8.88,0
0.27,0,75000,0,6.91,0
0.27,0,75000,0,11.077177051964604,0
0.27,1,75000,0,10.38,0
0.29,1,69000,0,10.99,1
0.27,2,75000,0,11.077177051964604,0
0.35,0,21600,1,11.077177051964604,0
0.24,1,21600,2,12.42,0
0.29,4,69000,0,14.82,1
0.26,4,75600,0,16.32,0
0.29,4,59497,0,16.0,1
0.26,1,76000,0,10.37,0
0.29,2,70000,0,13.16,1
0.29,4,70000,0,14.88,1
0.26,2,77004,0,13.98,0
0.28,3,71004,0,13.36,1
0.33,0,21600,2,6.99,0
0.19,0,21600,1,5.42,0
0.37,0,21600,1,5.42,0
0.26,2,78000,0,13.85,0
0.19,2,21600,1,12.99,0
0.19,1,21600,2,9.99,0
0.06,2,21600,1,11.077177051964604,0
0.26,1,78000,0,11.077177051964604,0
0.28,1,61200,0,11.14,1
0.18,0,21600,1,5.99,0
0.28,3,72000,0,11.077177051964604,1
0.26,1,78000,0,11.58,0
0.25,2,78500,0,13.85,0
0.25,3,79000,0,16.89,0
0.25,0,80000,0,7.9,0
0.28,2,21600,2,12.68,0
0.27,3,62900,0,14.91,1
0.25,2,80000,0,13.06,0
0.25,1,80000,0,8.88,0
0.09,0,21600,1,6.17,0
0.25,2,80000,0,13.98,0
0.39,0,21600,2,6.54,0
0.27,2,62900,0,13.85,1
0.05,1,21600,1,10.36,0
0.27,4,74004,0,15.95,1
0.25,2,80004,0,14.26,0
0.25,1,80700,0,11.71,0
0.25,2,81000,0,13.49,0
0.09,3,21600,1,14.84,1
0.24,2,82000,0,11.077177051964604,0
0.26,3,76042,0,15.05,1
0.26,2,76654,0,13.79,1
0.24,2,83500,0,13.48,0
0.14,0,21600,2,6.76,0
0.24,1,84000,0,11.11,0
0.24,2,84000,0,13.92,0
0.2,1,21600,2,12.53,0
0.46,1,21600,1,11.14,0
0.25,3,78996,0,14.11,1
0.24,0,85000,0,7.49,0
0.24,1,85000,0,10.25,0
0.27,1,73000,0,12.53,1
0.07,1,21816,1,11.86,0
0.41,0,21840,2,7.88,0
0.24,1,85000,0,11.077177051964604,0
0.18,3,21948,1,11.077177051964604,0
0.23,2,87000,0,13.85,0
0.27,2,21996,2,13.23,0
0.22,1,90000,0,11.077177051964604,0
0.26,5,78000,0,18.25,1
0.22,0,90000,0,6.54,0
0.22,1,90000,0,11.49,0
0.32,1,22000,1,11.71,0
0.22,2,90000,0,13.57,0
0.22,2,91229,0,14.35,0
0.17,1,22000,1,10.65,0
0.22,5,92000,0,15.65,0
0.3,0,22000,1,11.077177051964604,0
0.27,0,22000,1,6.62,1
0.22,1,92407,0,9.25,0
0.11,1,22000,1,11.71,0
0.36,0,22000,1,5.42,0
0.21,1,93492,0,9.45,0
